word,level,pos,thai,definition
compliance,C1,noun,การปฏิบัติตาม,An act of complying.
complication,C1,noun,ภาวะแทรกซ้อน,The act or process of complicating.
comply,C1,verb,ปฏิบัติตาม,"To yield assent; to accord; to acquiesce, agree, consent; to adapt oneself, to conform."
compose,B2,verb,แต่ง,To make something by merging parts.
composer,B2,noun,นักแต่งเพลง,One who composes; an author.
composition,C1,noun,องค์ประกอบ,The act of putting together; assembly.
compound,B2,noun,สารประกอบ,"An enclosure within which workers, prisoners, or soldiers are confined"
comprehensive,B2,adjective,ครอบคลุม,A comprehensive school.
comprise,B2,verb,ประกอบด้วย,To be made up of; to consist of (especially a comprehensive list of parts).
compromise,C1,noun/verb,ประนีประนอม,The settlement of differences by arbitration or by consent reached by mutual concessions.
compulsory,B2,adjective,ภาคบังคับ,Something that is compulsory or required.
compute,C1,verb,คำนวณ,Computational power
conceal,C1,verb,ปกปิด,"To hide something from view or from public knowledge, to try to keep something secret."
concede,C1,verb,ยอมรับ,To yield or suffer; to surrender; to grant
conceive,C1,verb,ตั้งครรภ์,To develop an idea; to form in the mind; to plan; to devise; to originate.
conception,C1,noun,การตั้งครรภ์,The act of conceiving.
concession,C1,noun,สัมปทาน,The act of conceding.
concrete,B2,adjective/noun,คอนกรีต,"A solid mass formed by the coalescence of separate particles; a compound substance, a concretion."
condemn,C1,verb,ประณาม,To strongly criticise or denounce; to excoriate the perpetrators of.
confer,C1,verb,ประชุม,To grant as a possession; to bestow.
confess,B2,verb,สารภาพ,"To admit to the truth, particularly in the context of sins or crimes committed."
confession,C1,noun,คำสารภาพ,The open admittance of having done something (especially something bad).
configuration,C1,noun,การกำหนดค่า,"Form, as depending on the relative disposition of the parts of a thing's shape; figure; form factor."
confine,C1,verb,กักขัง,(chiefly in the plural) A boundary or limit.
confirmation,C1,noun,การยืนยัน,An official indicator that things will happen as planned.
confront,C1,verb,เผชิญหน้า,"To stand or meet facing, especially in competition, hostility or defiance; to come face to face with"
confrontation,C1,noun,การเผชิญหน้า,"The act of confronting or challenging another, especially face to face."
confusion,B2,noun,ความสับสน,A lack of clarity or order.
congratulate,C1,verb,ขอแสดงความยินดี,To express one’s sympathetic pleasure or joy to the person(s) it is felt for.
congregation,C1,noun,การชุมนุม,The act of congregating or collecting together.
congressional,C1,adjective,รัฐสภา,Of or pertaining to a congress.
conquer,C1,verb,พิชิต,to take control of a country or city by force; to succeed in dealing with something difficult
conscience,C1,noun,มโนธรรม,"The moral sense of right and wrong, chiefly as it affects one's own behaviour."
consciousness,C1,noun,จิตสำนึก,The state of being conscious or aware; awareness.
consecutive,C1,adjective,ต่อเนื่อง,A sequence of notes or chords that results from repeated shifts in pitch of the same interval.
consensus,C1,noun,ฉันทามติ,A process of decision-making that seeks widespread agreement among group members.
consent,C1,noun/verb,ยินยอม,Voluntary agreement or permission.
consequently,B2,adverb,เพราะเหตุนี้,As a result or consequence of something.
conserve,C1,verb,อนุรักษ์,Wilderness where human development is prohibited.
considerable,B2,adjective,มาก,"A thing to be considered, consideration."
considerably,B2,adverb,อย่างมาก,Significantly; to a degree worth considering.
consistency,C1,noun,ความสม่ำเสมอ,Local coherence.
consistently,B2,adverb,อย่างสม่ำเสมอ,(manner) In a consistent manner.
consolidate,C1,verb,รวมเข้าด้วยกัน,To combine into a single unit; to group together or join.
conspiracy,B2,noun,การสมคบคิด,"The act of two or more persons, called conspirators, working secretly to obtain some goal, usually understood with negative connotations."
constituency,C1,noun,เขตเลือกตั้ง,A district represented by one or more elected officials.
constitute,C1,verb,ประกอบด้วย,An established law.
constitution,C1,noun,รัฐธรรมนูญ,"The act, or process of setting something up, or establishing something; the composition or structure of such a thing; its makeup."
constitutional,C1,adjective,รัฐธรรมนูญ,A walk that is taken regularly for good health and wellbeing.
constraint,C1,noun,ข้อจำกัด,Something that constrains; a restriction.
consult,B2,verb,ปรึกษา,The act of consulting or deliberating; consultation
consultant,B2,noun,ที่ปรึกษา,A person or party that is consulted
consultation,C1,noun,การปรึกษาหารือ,The act of consulting.
consumption,B2,noun,การบริโภค,"The act of eating, drinking or using."
contemplate,C1,verb,พิจารณา,"To look at on all sides or in all its aspects; to view or consider with continued attention; to regard with deliberate care; to meditate on; to study, ponder, or consider."
contempt,C1,noun,ความดูหมิ่น,"The state or act of contemning; the feeling or attitude of regarding someone or something as inferior, base, or worthless; scorn, disdain."
contend,C1,verb,โต้แย้ง,To strive in opposition; to contest; to dispute; to vie; to quarrel; to fight.
contender,C1,noun,ผู้ท้าชิง,Someone who competes with one or more other people.
content2,C1,adjective,"พอใจ, ยินดี",happy and satisfied with what you have; not wanting more or different things
contention,C1,noun,การโต้แย้ง,"Argument, contest, debate, strife, struggle."
continually,C1,adverb,อย่างต่อเนื่อง,In a continual manner; non-stop.
contractor,C1,noun,ผู้รับเหมา,A person or company that builds or improves buildings.
contradiction,C1,noun,ความขัดแย้ง,The act of contradicting.
contrary,C1,adjective/noun,ตรงกันข้าม,The opposite.
contributor,C1,noun,ผู้มีส่วนร่วม,A benefactor; someone who donates to charity or some cause.
controversial,B2,adjective,เป็นที่ถกเถียง,causing a lot of angry public discussion and disagreement because many people have strong different opinions about it
controversy,B2,noun,ข้อโต้แย้ง,A debate or discussion of opposing opinions; (generally) strife.
